citi,day1,day2,day3,day4,name,price,types,url
kathmandu (3D)Changunarayan (1D),"Get a glimpse of beautiful Kathmandu
After you arrived at the airport, you will be greeted by the representatives. The representative will then arrange the transport to the pre-booked hotel from the airport. After reaching the hotel, you have to check in at the hotel. After check-in, you will be getting your room and get freshen up. Have your meals, and take rest after a long journey to Kathmandu.","Have a look at the beauty of the temple with touring of cities
After waking up early, you need to have your breakfast very fast. After that, you need to get ready to go to the Pashupatinath temple. After enjoying the beauty of the temple, you will be taken to Patan. After that, you will be heading to Lalitpur and witness the beauty of the city. You will then be taken for shopping at Tibetan refugee center. From there you will be coming back to your hotel. After reaching the hotel, you will have your dinner and then stay and take rest at your room.","Have a glimpse of Mount Everest with Sunrise and sunset at its backdrop
Today, you need to wake up very early. As you will be going on a long drive to Nagarkot. After having your breakfast, you will be driving towards Nagarkot. In Nagarkot, you can have a glimpse of real natural beauty. This place is surrounded by mountains and one can able to see the World highest mountain Mount Everest. Apart from this, this place is famous for its sunrise and sunset view. So enjoy the full day at this place and collect some memories from it.
In the evening, you will be taken to the hotel. Have your dinner and take rest after a long exciting day.","Return to your home with thousands of memories of beautiful Kathmandu
After having your breakfast, get ready and pack your bags fast. After that, you need to check out from the hotel. You will be then taken to the airport. After reaching the airport, you will be catching your flight back home.",Kathmandu Tour Package For 3 Nights 4 Days,"₹16,699/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (2D)Changunarayan (2D),"Welcome to the Land of Mountains!
After arriving at the airport, you will meet our executive who will take care of the transfer process. After being transferred to the hotel, you will check in to the hotel and can spend the rest of the day at leisure. Kathmandu, consisted of two cities i.e. Patan and Kathmandu, is the cultural as well as the political center of Nepal.","Visit the Significant Attractions of Nepal!
After breakfast at the hotel, we will be starting our journey for Pashupatinath. While Pashupatinath remains a mere religious destination to many, it has been recognized by UNESCO as a Site of World Cultural Heritage. Being home to a gamut of different statues and sculptures, Pashupatinath remains a center of attraction for historians. Next, we will be visiting the Boudhanath Stupa which is one of the largest in the world. Built after the demise of Buddha, this site hosts thousands of Buddhists who come here for pilgrimage.
Once you are done with these two, we will be moving towards Patan. Also known by the name of Lalitpur, Patan is recognized for being the second largest town. Separated by Bagmati River, this palace is visited because of its breathtaking architectural works. Durbar Square, located at the central part of Patan, is known for having a large number of temples. Next, we will visit the Tibetan Refugee Center. Being home to the Tibetans in the valley, they are the backbone behind the thriving carpet industry. The last destination before going back to the hotel is the Swayambhu Stupa. Embellished with colorful flags, this stupa is located on a hill from where you can overlook the entire Kathmandu.","Visit Nagarkot and Bhaktapur!
After breakfast at the hotel, we will begin our journey for Nagarkot which is approximately 32 kilometers away from Kathmandu. Nagarkot is famous for letting tourists view the scenic beauty of the Mount Everest. Many tourists come here simply to watch the sunrise and sunset. After Nagarkot, we will be traveling toward Bhaktapur which is known for being home to traditional industries. It takes pride in being able to maintain different architectural places such as Palace of Fifty Five Windows, Golden Gate and so on. At the end of the tour, you will be coming back to the hotel for overnight stay.","You will Depart from Nepal Today!
After having breakfast at the hotel, you will be transferred to the airport from where you will be departing for the home with the memory of picturesque Nepal.",Nepal Tour Package For 3 Nights 4 Days,"₹16,699/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (2D)Changunarayan (1D)NAGARKOT (1D),"A warm welcome to the best of the Mother Nature in Nepal
Upon your arrival at the airport in Kathmandu, the agent’s representative will receive you and help you with your transfers to the hotel. Enjoy the scenic journey and as you reach the hotel in Kathmandu, check in and relax for a while. You will get comfy at our partnered hotel in Kathmandu.
You have the day at leisure. So, you can either stay indoors and relax, or go out and explore the locality of this quaint, little capital city. The colorful shops stuffed with Asian artifacts make for best souvenirs in Nepal. Treat yourself to a romantic meal with your partner at some classic Nepali restaurant (own expense). As the first day of this Nepal honeymoon package day ends, get back to the hotel for a comfy overnight stay.
Optional: Indulge in Shiatsu massage (own expenses)","Enjoy sightseeing tour in capital city
Have a wholesome breakfast, and then set out for a full day sightseeing tour in capital city which includes visits to famous attractions like ancient temples, palaces, courtyards, and more. Visit Durbar Square and soak in the mesmerizing natural beauty that surrounds you.
Go on clicking some great pictures of the magnificent stone sculptures of the Kathmandu's Historical Haven. As the tour continues, you will explore the beautiful landscapes of Kathmandu in Patan - the second-largest town in the valley.
This Nepal honeymoon tour itinerary also gives you the chance to Indulge in rafting adventure on the Bagmati River, or have some mountain biking fun. Later in the afternoon, you will visit the much revered and famous Pashupatinath Temple known for its grandeur admire the old stone shrines around the temple; followed by a visit to an ancient Buddhist Temple.
As the day comes to an end, return to the hotel for a comfortable overnight stay.","A marvelous town beckons you today
After breakfast, checkout and transfer to the next destination as per this Nepal honeymoon tour itinerary - Nagarkot. This small hill station is known for breathtaking natural views that will leave you spellbound.
A brief halt at Bhaktapur Durbar Square allows you to visit the conglomeration of Pagoda and Shikara-style temples situated around a huge and historical palace. Upon arrival at the hotel, check in and relax.
Later in the day, you’ll enjoy a beautiful sunset. Don’t forget to take pictures of the snow-clad Himalayan peaks like Ganesh, Manaslu, Langtang, and more. As the day ends, get back to your hotel overnight stay hotel in Nagarkot.
Distance from Kathmandu to Nagarkot: 27 km (approx)
Travel time: 1.5 hours (approx)","An exciting &amp; romantic honeymoon in Nepal comes to an end
Post a sumptuous breakfast, you will check out of the hotel as now it’s time to take leave. You will be transferred to the airport in Kathmandu from where you fly back home.",Awe-inspiring Nepal Summer Special Honeymoon Package,"₹16,200/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
POKHARA (2D)kathmandu (3D),"Welcome to the beautiful city of Kathmandu
Upon arrival at the Gorakhpur airport or railway station, a representative would greet you and then take you towards Pokhara. You would be visiting Lumbini on the way. When you arrive at Pokhara, you would have to check in the hotel arranged for you. The representative would assist you with the formalities of the check-in procedure. Freshen up at the hotel and have your dinner. Since you might be tired after traveling, end the day with a comfortable stay and rest at the hotel.","Explore the serene charm of Pokhara
Finish up with your breakfast at the hotel and get ready for a tour of Pokhara and the renowned locations. You would be visiting the Vindhyawasini Temple, Seti River, Fewa Lake, Barahi temple, Devi’s fall, and the Gupteshwar Mahadev Cave. Wind up at the hotel after completing the day’s trip for a relaxing stay.","Moving towards the central piece of Nepal tourism, Kathmandu
After finishing breakfast at the hotel, the representative would pick you up and then proceed with the trip to Kathmandu. On the way, you would be witnessing the Manakamana temple. Reach Kathmandu and then complete the formalities for check-in into the hotel. Freshen up and have dinner followed by a comfortable night stay at the hotel in Kathmandu.","Visit the heritage of Kathmandu
Once you are done with the breakfast at the hotel, the representative would help in carrying out all local sightseeing activities in Kathmandu. The places which are included in this itinerary include the Pashupatinath temple, Patan Durbar Square, Swayambhunath or Monkey temple and the Budhanilkantha or sleeping Vishnu. After finishing all sightseeing activities, return to the hotel and stay over for the night.",5 Days Tour Package To Kathmandu With Airfare,"₹29,700/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Welcome to Nepal
On arrival at the Tribhuvan International Airport in Kathmandu, our friendly representative will greet and transfer you to the hotel. The remaining day is at leisure for you. Spend the night at the hotel to feel rejuvenated for the next day.","Visiting Pokhara
On the second day, we have arranged a scenic long drive to Pokhara from Kathmandu. During this long drive of 6 hours to the serene city in Nepal, you can treat your eyes with amazing views. On arrival, we will head you directly to your accommodation. Takes rest for some time in the hotel room before exploring what does city offers. Starting from renting the paddle boat to visiting the floating market to go for a simple hangout at the lakeside restaurant the city has much to offer. We ensure you that you can easily adjust yourself with its environment. Phewa Lake (Fawa Lake or Phewa Tal) is the famous freshwater lake located at an altitude of 742 meters. Get back to the hotel at the end of the day for an overnight stay.","Exploring the hidden treasures of Pokhara
On this day of the Nepal River Rafting packages tours, we have included the hidden gems of Pokhara. Thus, we will start exploring them early. Your morning will be started with the arrival of Sarangkot to witness the Sarangkot Sunrise. Though it is located at an altitude of 1600 meters, it is not the highest point of this country. But, it will offer you to enjoy the most panoramic views of nature including the crystal-blue waters of Phewa Lake, pristine rural hamlets, and white-topped Himalaya Mountains. The breathtaking view of Annapurna Range can also be enjoyed from here. If you have enough time, you can stay for witnessing the sunset too. On the way back to the hotel, we will take you to the most stunning Mahendra Caves which is the home for nocturnal animals, bats, and exotic stalactites and stalagmite. Davis Falls is breath-holding waterfall which is emptied into a narrow and deep canal. Return to the hotel for overnight stay.","Penultimate tour in Kathmandu
Indulge in a delicious breakfast and check-out from the hotel. Proceed towards Kathmandu now. Upon your arrival at the hotel, check-in and enjoy the remaining part of the day at leisure. Spend the night in your cozy room to feel energized for the next day.",Nepal River Rafting Tour Package,"₹24,699/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
Sauraha (1D)Janakpur (2D)kathmandu (2D)POKHARA (2D)Jomsom (1D)Bhairahawa (2D),"Welcome to Nepal and proceed to Chitwan
As per the Nepal family tour package for 10 days, you will be picked up by the driver from the airport and proceed to Chitwan. On arrival at Chitwan, transfer to the hotel for night stay. Overnight stay at the hotel in Chitwan.","Encounter the greenery at Chitwan
After breakfast get ready to experience Chitwan sightseeing. Today visit major attractions in Chitwan such as Elephant Breeding Centre, Elephant Bath, Elephant/Jeep Safari, Jungle/Village walk, Bird watching, and Canoe Ride. Later, proceed to Janakpur. After reaching Janakpur you’ll be transferred to the hotel for an overnight stay.","Enjoy the beauty of Janakpur
The third day enjoy local sightseeing at Janakpur. Next, proceed to Kathmandu. On arrival, transfer to hotel for night.","Encounter the peaceful and mesmerizing temples
On the fourth day, visit all the major places of attraction in Kathmandu. You’ll be visiting Swayambhunath, Buddha Neelkanth, Rajeshwari, and Pashupatinath. Transfer hotel for an overnight stay.",An Enjoyable Nepal Family Trip,"₹53,200/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (4D),"Welcome to the largest Himalayan city in Asia. Your Kathmandu tour package commences today.
On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your Kathmandu sightseeing tour. Day 1 of your Kathmandu trip includes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath.
After spectating the evening aarti, head back to the hotel for a comfortable sleep.","Embark on a spiritual tour of the city on the 2nd day of your Kathmandu tour package.
Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your Kathmandu trip.
Today your Kathmandu sightseeing tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.
Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.
After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.
Now, head back to the hotel for an overnight stay.","Go on a shopping spree on the third day of your Kathmandu tour package.
After a filling breakfast, get ready for a city tour on the third day of your Kathmandu trip.
Begin the city tour by visiting the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.
Rest of the day is free for you to shop around the popular markets of the city.
After satisfying your shopping desires, head back to the hotel for your last night’s stay in Kathmandu.","Your Kathmandu tour package wraps up today.
Relish your last breakfast in the city and pack your luggage. Check out of the hotel and get transferred to the hotel to board your flight back home. Bid adieu to the city that has given you cherishing memories.",Engaging Kathmandu Tour Package,"₹12,199/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (3D)POKHARA (3D)Sauraha (2D)Changunarayan (1D)NAGARKOT (1D),"Welcome to Capital of Nepal
Introduce yourself to our office representative with hospitality full welcome on arrival to the airport in Kathmandu. Grab your gear and shift to the hotel. Kathmandu is the older and current heart of Nepal and the surrounding Valley is political and cultural heaven of the Empire. The urban territory of 21st century Kathmandu is made up of two old cities, Lalitpur and Kathmandu.","Scout the amazing land of Temples
Take a short visit to the Hindu cultural side of Kathmandu with a trip starting from World Heritage site “The Pashupatinath”. The prayer grounds of saintly saddhus a right beside the cremation ghats of the Bagmati River. Get mesmerized by the large lavish temples. Continue your journey to another holy Buddhist world heritage site Boudhanath revered by Buddhists all around the world. After your visit to the holy temples of Kathmandu and travel to another city full of Buddhist and Hindu sites, Lalitpur or Patan. Furthermore, walk scientifically designed ways between houses of Patan to some great Buddhist and Hindu temples in its durbar squares before heading to temple lush with monkeys and idols in Swayambhu based in Kathmandu. Return to the hotel for some rest needed for the long journey tomorrow.","Welcome to shadows of Mountains in Pokhara
Go on a crusade to Pokhara on a four-wheel vehicle on 210 KM long roadway 7 from Kathmandu. Get awestruck with the beauty of Pokhara town floating among spongy white clouds and foggy wind at an elevation of 2,352 feet. The 25,000+ peaks rising above the clouds Annapurna and Dhaulagiri ranges with no intervening ridges to obstruct its view will keep you gazing. On your route, you can opt to ride cable car at Manakamana Temple on own cost. After you arrive in Pokhara, check in the hotel.","Indulge in the beauty of Pokhara
On this day trip, you will encounter Bindhbasini Temple. An old temple of the ancient kingdom of Kaski with a Durga brought from neighboring plains of India. Apart from the harmony and serenity which exists, in particular, this temple region, an open view on mountains on a day with zero clouds in the sky will bamboozle your mind. Make additionally great memories on this trip with an excursion to Devi’s fall best known locally in Nepal as Patale Chango. Take some amazing pictures along the water flowing down the hills in this waterfall location. Visit the Gupteshwar cave is another option available on the trip. Get back to the hotel.",10 Days Tour Package To Nepal With Airfare,"₹53,200/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (4D),"Welcome to the spiritual capital of Nepal. Your Kathmandu tour package commences today.
On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your Kathmandu sightseeing tour.&lt;?strong&gt; Day 1 of your Kathmandu trip includes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath. 
After spectating the evening aarti, head back to the hotel for a comfortable sleep.","Embark on a spiritual tour of the city on the 2nd day of your Kathmandu tour package.
Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your Kathmandu trip.
Today your Kathmandu sightseeing tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.
Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.
After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.
Now, head back to the hotel for an overnight stay.","Your Kathmandu tour package includes an exciting tour of the city along with ample time for shopping.
After a filling breakfast, get ready for a city tour on the third day of your Kathmandu trip.
Visit the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.
Rest of the day is free for you to shop around the popular markets of the city.
After satisfying your shopping desires, head back to the hotel for a restful sleep.","Your Kathmandu tour package ends today.
Pack your luggage after a lip smacking breakfast. Check out of the hotel and get transferred to the hotel to board your flight back home. Wave to the city that has given you pleasing memories",Captivating Kathmandu Tour Package,"₹11,700/-",3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
POKHARA (2D)kathmandu (2D)Sauraha (2D)Gorakhpur (1D),"Welcome to the Land of Himalayans, Nepal!!
You are welcomed and ready to be picked up from the Gorakhpur Railway station and Proceed to Pokhara. On the way to Pokhara, you will Visit the Gorakhnath Temple which is located at Gorkha. Arrive in Pokhara and head straight to the hotel that you would be staying at. Check-in upon your arrival and head to your room to relax after the day’s journey. Overnight will be at the hotel.","Enjoyable trip of the Pokhara city
After a delicious breakfast at the hotel in the morning, you will proceed for sightseeing of the city. Today, there is a visit scheduled to a lot of attractions in the city, namely Gupteshwar Mahadev Cave, Barahi temple, Seti river, Vindhyawasini Temple, Devil's fall (White waterfall), and Fewa lake. At the end of the day when you are done with sightseeing, get back to the hotel and retire in your room for the night.","Another exotic tour to Kathmandu city
Have a delicious breakfast meal, check-out and proceed towards Kathmandu. It Will take 4-5 hours to reach Kathmandu. On the route, you will visit Manokamana Temple. Once reached Kathmandu, you will check into the hotel and spend the rest of the day in leisure. Relax and enjoy a cozy overnight sleep in your hotel room to feel rejuvenated for the next day.","Enjoy your Kathmandu city tour
After breakfast at the hotel, you will proceed to visit the temple of Kathmandu such as Pashupatinath Temple, Gujeshwari, Syambhunath, Budhaneelkantha and You will also visit the destination where the Kings and queen used to Stay, Royal Palace. After the tour, you will return to the hotel for overnight stay.",Nepal Family Tour Package For 6 Nights 7 Days,"₹25,699/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (3D)Changunarayan (1D)Janakpur (2D),"A warm and pleasant welcome
After arriving at the Tribhuvan International Airport, Kathmandu, the agency representative will escort you to 3-star Hotel Bliss International. After check-in the hotel, unwind yourself and take rest there for sometime. Engage yourself in the evening walk at the Kathmandu Durbar Square. At night, indulge yourself into the deep and peaceful sleep at the hotel room","Treat your eyes with the finest sightseeing in Kathmandu
Have a tasty breakfast at 3-star Hotel Bliss International. Get ready for strolling around this popular city in Nepal to have a glimpse of the wondrous sightseeing. Spend some spare time there at the few sightseeing- Pashupatinath, Swayambhunath and Patan Durbar Square and drive to Nagarkot. Check-in at the 3-star Hotel Himalayan Villa and have a good sleep at the hotel room.","Witness the heavenly sunrise-view
On this day, you have to wake up as fast as you can! This day will give you the ultimate surprise of picturesque sunrise from the Nagarkot View Tower. After witnessing the blissful moment, get back to the Hotel for having a delicious breakfast. Get ready to set forward to explore the local sightseeing of Bhaktapur. Then, drive back directly to Janakpur via private car. Check-in the Hotel Sita Sharan and send your night there.","Delve into history
The fourth day of the Nepal family is all about Janakpur. Wake up early and have the hearty breakfast at the hotel room. Then, get outside for exploring the famous sightseeing of this place. The sightseeing list includes the heritage Ram Mandir, Janaki Mandir, Raj Devi Mandir, Ganga Sagar, Mani Mandip, Mithila Art Gallery, and Dhanusha Dham. This place is the perfect example of a blend of cultural aspect with the history of the country. During the night, take a sound sleep at the room of 3-star Hotel Sita Sharan.",Nepal Family Tour Package For 5 Nights 6 Days,"₹21,700/-",Upto 3 Stars,https://traveltriangle.com/packages/nepal-3-days-trip?id=18261&travelmonth=8
kathmandu (4D)POKHARA (2D),"Get ready to explore the treasure of Nepal
Upon your arrival at Tribhuvan International Airport, you will be met by our representatives and driven to the hotel. Kathmandu, the capital city of Nepal – is a treasure chest of architectural marvels, informative museums and revered religious sites. Its location between the Shivalik and the Great Himalayan Ranges, and its moderate altitude bestows it with a pleasant weather pattern for most of the year. After check-in at the hotel, enjoy the rest of the day at leisure and then stay overnight.
Half day sightseeing tour of Kathmandu covering Pashupatinath &amp; Bodhnath by Pvt Ac Car 03 hours (Entrance fee extra)","Enjoy the picturesque drive to enchanting city and scenic beauty of Himalayas
Today you will proceed on a picturesque drive to the enchanting city of Pokhara. On arrival, check into your hotel. The rest of the evening you are free to enjoy the serenity and magnificence of the Himalayas or enjoy a leisurely walk around the serene Phewa Lake.","Get blessings by visiting primary pilgrimage sites in Nepal
The day is spent unraveling the wonders of the Pokhara Valley. Enjoy a Half Day visit to Bindabasini Temple --The white pagoda-styled building of the Hindu Bindabasini Temple quietly sits at some 3000 feet above sea level along the renowned Annapurna and Machhapuchhre mountain ranges. It is located near the busy Old Bazaar of Pokhara, a center of commerce in the Himalayas. And the Gupteshwar Cave where the Shiva lingam is preserved and finally visit the Devi Falls. Rest of the day is free for leisure. Have an overnight stay at hotel.","Get back to Kathmandu as Kathmandu is all ready to re-welcome you
Today start your day with a drive back to Kathmandu. On arrival, check into hotel. Rest of the evening is at leisure. Have an overnight stay at the hotel (B).",Amazing Nepal Trip Package,"₹24,200/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (3D)POKHARA (2D),"Welcome to Kathmandu, the capital city of Nepal!
On the first day of your Nepal trip, arrive at the Tribhuvan International Airport in Kathmandu. Upon arrival, get greeted by our travel representative. They shall help you get a transfer to the pre-booked hotel. Rest comfortably in the luxurious rooms and start exploring the places in Thamel, Kathmandu’s neighborhood district on your own. Jam-packed with restaurants, cafes, and shops selling local arts and artifacts, have a whale of time dining and shopping here. As the day ends, return to your hotel room and wind off the day with a night of peaceful sleep.","Take delight in visiting the ecstatic Pokhara tourist attractions!
Gorge upon an early breakfast at the hotel in Kathmandu and proceed for checking-out at the hotel. Then, embark your road trip towards Pokhara through scenic roads offering splendid views of surrounding Himalayas. On arrival, check-in at your pre-booked hotel at Kathmandu and rest for some time. Then, head for sightseeing in the beautiful city of Pokhara. Visit the floating markets, the Fewa Lake and the Barahi temple situated amidst the Fewa Lake on an island. After sightseeing, retire to your room and catch up a warm sleep.","Witness the spectacular sunrise at Sarangkot!
Relish a princely and early breakfast at the hotel and head towards Sarangkot, one of the elevated points offering the best views of the mountains and lakes in the country. Reach early before the sun rises and the amazing sunrise views at the Sarangkot Viewpoint is a sight to behold. After that, proceed for sightseeing the natural treasures of Pokhara like the underground Davids Falls and Mahendra Caves with exotic stalactites and stalagmites. Later in the evening, spend the night at the hotel.","Transfer back to Kathmandu by road!
Relish a filling breakfast at the hotel in Pokhara and check-out. The, head towards Kathmandu road. Once you arrive in the city, get to the hotel and check-in. Rest for sometime after the day’s journey. In the evening, explore the places in Kathmandu on your own or indulge in shopping and dining or just enjoy a laid back day with your family and friends. Spend the night with a restful sleep at the hotel.",Nepal 5 Days Trip Package,"₹40,700/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
POKHARA (2D)kathmandu (4D)Sauraha (1D),"Explore your day in Temple
After getting Gorakhpur at the Airport or railway station, you have to travel from Gorakhpur to Pokhara with any one of the guides. On the way to the Pokhara, you may visit Gorakhnath Temple, which is the most popular sightseeing destination. In the temple, the holy statue of Lord Gorakhnath on a marble platform, you can get a blessing from them. Reach the hotel in Pokhara and check-in. retire to your cozy room for an overnight stay.","A day you will spend at the Pokhara
On the second day, after having the breakfast, you will get ready for visiting the Pokhara attraction places. First, you will visit the Vindhyavasini temple which is dedicated to Goddess Bhagavata. In this temple, you have to climb 50 stairs to enter the temple. After that, you have to visit the Seti River which is accessible only by boat. It will give you a good opportunity for hiking. So, enjoy your boat ride. This is an ideal one for trek lovers. After your arrival on the boat ride, you can relish on the different activities and adventures.","Visit Nepal’s largest city and seeks blessings in Bhagwati
On the 3rd morning, check out from the hotel and you will be repositioned to Kathmandu and then enroute of the city, you will be visited the Manakamana temple, and devotees have their wishes fulfilled by Goddess Bhagavati. This is the greatest thing, this is why Indian people visit this place and get her blessings. After, you will check-in to the Kathmandu hotel. And then you will be ready to go for fresh up and then stay overnight in the hotel.","Spend your day in heritage city like Kathmandu
Enjoy your fourth day of Nepal tour, start with the yummy breakfast. Next, you will be taken to the most popular attraction places of Kathmandu like Pashupatinath temple, Rajeshwari , Sambhunath temple, Budha neelkanth, and Royal Palace too. You will be visiting all those places with stunning landscapes, rich culture and more, you can worship God with all your hearts and get blessings from them. After visiting the temples, you will be taken to the Royal Palace. You have to spend your half day in Royal Palace. Here you can explore the culture and this palace reflects the beauty of the culture.",Nepal 1 week Trip Package,"₹28,699/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (6D)POKHARA (1D)Lumbini (2D),"Initiate your Journey upon arrival at Kathmandu
The Journey of the great Himalayas will start with your arrival to Nepal Airport. Our representatives will be there to assist you and transport you to the hotel in Kathmandu. After reaching your hotel you will take a short rest and thereafter you will be directed to Dream of Garden. Once you are done with the visit to Dream of Garden, you will be transferred to your respective hotel for overnight stay.","Visiting the Royal Palace
On Day 2 once you finish your breakfast you will be directed to City Durbar square. The Kathmandu Durbar Square is the royal palace where Nepal became independent. Then you will be directed to Kirtipur and Naraynhiti for sightseeing. Once done with these spots, you will leave for the great Tandaha Lake. And if you have luck in your favor then you may witness the lake in a frozen state as well. Once the tour is complete you will be directed to your hotel room to comfort your muscles and overnight stay.","Explore the flora at Godavari Botanical garden
The morning is for fresh air and beautiful greeneries. Once you finish your breakfast you will be taken to Godavari Botanical garden. The garden tour can be completed in two hours and thereafter you will leave for the great Ashok Vinayak Temple. This temple is located on the eastern side of Durbar square and has a great pilgrimage importance. Next, you will be directed to Nagarkot where you will spend the rest of the day and in the evening you will be dropped off at your hotel for overnight stay.","Explore the beautiful Phulcock
On day 4 after you consume your breakfast, you will leave for Phulcock. Thereafter you will be taken to Swaymbhunath &amp; White Gumba. Once the tour is complete you will be directed to your hotel for overnight stay.",9 Days Tour Package To Nepal With Airfare,"₹44,200/-",Upto 3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
kathmandu (4D),"Welcome to Kathmandu, post you check in at the hotel, proceed for a memorable spiritual experience
Upon your arrival in Kathmandu, a representative from the agent’s side would be there to welcome and receive you. He would arrange for your transfer and post your check in at the hotel, you can relax for a while.
In the afternoon, you will visit the famous Boudhanath Stupa followed by a wonderful aarti celebration at the world famous Pashupatinath Temple. Post this, you will be driven back to the hotel for a comfortable overnight stay.","Today you will explore the Kathmandu city!
Post a delicious breakfast at the hotel today, you will proceed for a visit to the Jal Narayan Temple (Sleeping Vishnu) and soak in its spiritual ambiance. This temple visit is followed by the Kathmandu Durbar Square where you will see Swayambhunath Stupa and Patan Durbar Square (you can also see the Krishna Temple from outside).
Post this wonderful sightseeing and spiritual experience, you will be driven back to your hotel for a comfortable overnight stay.","A whole day to kathmandu city tour!
This day post breakfast, you will drive to the Kailashnath Mahadev Statue in Sanga which lies on the border of Bhaktapur. After a pious darshan, you will visit the Bhaktapur Durbar Square post which you can enjoy the rest of the evening shopping and buying souvenirs. Later, you will return to the hotel for a cozy overnight stay.",This is your last day in Kathmandu and posts breakfast you will check out of the hotel and proceed towards the airport.,Amazing Kathmandu Tour Package,"₹12,199/-",3 Stars,https://traveltriangle.com/packages/3nights-4days-kathmandu-tour-from-delhi?id=11261&travelmonth=8
