citi,description2,description3,description4,name,price,types,url
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Sauraha<!-- --> (2D)</li><li class=""f12"">Gorakhpur<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p>Welcome to the Land of Himalayans, Nepal!!</p>
<p>You are welcomed and ready to be picked up from the Gorakhpur Railway station and Proceed to Pokhara. On the way to Pokhara, you will Visit the Gorakhnath Temple which is located at Gorkha. Arrive in Pokhara and head straight to the hotel that you would be staying at. Check-in upon your arrival and head to your room to relax after the day’s journey. Overnight will be at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Enjoyable trip of the Pokhara city</p>
<p>After a delicious breakfast at the hotel in the morning, you will proceed for sightseeing of the city. Today, there is a visit scheduled to a lot of attractions in the city, namely Gupteshwar Mahadev Cave, Barahi temple, Seti river, Vindhyawasini Temple, Devil's fall (White waterfall), and Fewa lake. At the end of the day when you are done with sightseeing, get back to the hotel and retire in your room for the night.</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Another exotic tour to Kathmandu city</p>
<p>Have a delicious breakfast meal, check-out and proceed towards Kathmandu. It Will take 4-5 hours to reach Kathmandu. On the route, you will visit Manokamana Temple. Once reached Kathmandu, you will check into the hotel and spend the rest of the day in leisure. Relax and enjoy a cozy overnight sleep in your hotel room to feel rejuvenated for the next day.</p></div>",Nepal Family Tour Package For 6 Nights 7 Days,"₹25,699/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Get a glimpse of beautiful Kathmandu</em></p>
<p>After you arrived at the airport, you will be greeted by the representatives. The representative will then arrange the transport to the pre-booked hotel from the airport. After reaching the hotel, you have to check in at the hotel. After check-in, you will be getting your room and get freshen up. Have your meals, and take rest after a long journey to Kathmandu.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Have a look at the beauty of the temple with touring of cities</em></p>
<p>After waking up early, you need to have your breakfast very fast. After that, you need to get ready to go to the Pashupatinath temple. After enjoying the beauty of the temple, you will be taken to Patan. After that, you will be heading to Lalitpur and witness the beauty of the city. You will then be taken for shopping at Tibetan refugee center. From there you will be coming back to your hotel. After reaching the hotel, you will have your dinner and then stay and take rest at your room.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Have a glimpse of Mount Everest with Sunrise and sunset at its backdrop</em></p>
<p>Today, you need to wake up very early. As you will be going on a long drive to Nagarkot. After having your breakfast, you will be driving towards Nagarkot. In Nagarkot, you can have a glimpse of real natural beauty. This place is surrounded by mountains and one can able to see the World highest mountain Mount Everest. Apart from this, this place is famous for its sunrise and sunset view. So enjoy the full day at this place and collect some memories from it.</p>
<p>In the evening, you will be taken to the hotel. Have your dinner and take rest after a long exciting day.</p></div>",Kathmandu Tour Package For 3 Nights 4 Days,"₹16,699/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em><em>Welcome to the spiritual capital of Nepal. Your <strong>Kathmandu tour package</strong> commences today.</em></em></p>
<p>On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your <strong>Kathmandu sightseeing tour.&lt;?strong&gt; Day 1 of your <strong>Kathmandu trip</strong> includes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath. </strong></p>
<p>After spectating the evening aarti, head back to the hotel for a comfortable sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Embark on a spiritual tour of the city on the 2nd day of your <strong>Kathmandu tour package.</strong></em></p>
<p>Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your <strong>Kathmandu trip.</strong></p>
<p>Today your <strong>Kathmandu sightseeing</strong> tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.</p>
<p>Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.</p>
<p>After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.</p>
<p>Now, head back to the hotel for an overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Your <strong>Kathmandu tour package</strong> includes an exciting tour of the city along with ample time for shopping.</em></p>
<p>After a filling breakfast, get ready for a city tour on the third day of your <strong>Kathmandu trip.</strong></p>
<p>Visit the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.</p>
<p>Rest of the day is free for you to shop around the popular markets of the city.</p>
<p>After satisfying your shopping desires, head back to the hotel for a restful sleep.</p></div>",Captivating Kathmandu Tour Package,"₹11,700/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">kathmandu<!-- --> (3D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to the beautiful city of Kathmandu</em></p>
<p>Upon arrival at the Gorakhpur airport or railway station, a representative would greet you and then take you towards Pokhara. You would be visiting Lumbini on the way. When you arrive at Pokhara, you would have to check in the hotel arranged for you. The representative would assist you with the formalities of the check-in procedure. Freshen up at the hotel and have your dinner. Since you might be tired after traveling, end the day with a comfortable stay and rest at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Explore the serene charm of Pokhara</em></p>
<p>Finish up with your breakfast at the hotel and get ready for a tour of Pokhara and the renowned locations. You would be visiting the Vindhyawasini Temple, Seti River, Fewa Lake, Barahi temple, Devi’s fall, and the Gupteshwar Mahadev Cave. Wind up at the hotel after completing the day’s trip for a relaxing stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Moving towards the central piece of Nepal tourism, Kathmandu</em></p>
<p>After finishing breakfast at the hotel, the representative would pick you up and then proceed with the trip to Kathmandu. On the way, you would be witnessing the Manakamana temple. Reach Kathmandu and then complete the formalities for check-in into the hotel. Freshen up and have dinner followed by a comfortable night stay at the hotel in Kathmandu.</p></div>",5 Days Tour Package To Kathmandu With Airfare,"₹29,700/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">kathmandu<!-- --> (5D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Fresh Breeze from Mountains Welcomes you to Nepal!</em></p>
<p>After arriving at the Kathmandu airport, you will be transferred to Nagarkot. Once you reach the hotel, you will check in to your room. The remaining day is at leisure for you, so enjoy it as per you please. If you don’t know it yet, Nagarkot has earned repute for facilitating tourists willing to watch breathtaking sunrise and sunset. In addition, you will be welcomed by the fresh breeze and is a perfect spot for those having a keen desire to view mountains.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Watch A Sunrise Worth Remembering!</em></p>
<p>Depending on the time of sunrise, you will be starting your day with a beautiful sunrise at Nagarkot. After having breakfast at the hotel, you will be transferred to Pokhara which is known for being the adventure hub of Nepal. The pleasurable sights of mountains visible from Pokhara is a treat to the eyes. After arriving in Pokhara, check-in at the hotel and spend the remaining day at leisure.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Things to See when in Pokhara!</em></p>
<p>After breakfast at the hotel, we will be starting for Vindhyavasini Temple which is known for being one of the Shaktipeeths in Nepal. After seeking blessing from Goddess Bhagawati, we will be moving towards Seti River which is recognized as one of the holiest rivers in the territory of Nepal. Next in our destination is Devis Falls which is significant because the Pardi Khola vanishes here and goes underground. After Devis Falls, we will be visiting the Gupteshwor Mahadev Cave which is one of the most popular caves Nepal has. You will find statues of Hindu deities inside the cave. Before we end our tour today with Fewa Lake, we will visit the Barahi Temple. This temple made in pagoda style is dedicated to Tal Barahi. It is located on an island in the Fewa Lake. At the end of the tour today, you will be returning to your hotel in Pokhara.</p></div>",Nepal Family Package For 7 Nights 8 Days,"₹26,699/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Changunarayan<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to the Land of Mountains!</em></p>
<p>After arriving at the airport, you will meet our executive who will take care of the transfer process. After being transferred to the hotel, you will check in to the hotel and can spend the rest of the day at leisure. Kathmandu, consisted of two cities i.e. Patan and Kathmandu, is the cultural as well as the political center of Nepal.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Visit the Significant Attractions of Nepal!</em></p>
<p>After breakfast at the hotel, we will be starting our journey for Pashupatinath. While Pashupatinath remains a mere religious destination to many, it has been recognized by UNESCO as a Site of World Cultural Heritage. Being home to a gamut of different statues and sculptures, Pashupatinath remains a center of attraction for historians. Next, we will be visiting the Boudhanath Stupa which is one of the largest in the world. Built after the demise of Buddha, this site hosts thousands of Buddhists who come here for pilgrimage.</p>
<p>Once you are done with these two, we will be moving towards Patan. Also known by the name of Lalitpur, Patan is recognized for being the second largest town. Separated by Bagmati River, this palace is visited because of its breathtaking architectural works. Durbar Square, located at the central part of Patan, is known for having a large number of temples. Next, we will visit the Tibetan Refugee Center. Being home to the Tibetans in the valley, they are the backbone behind the thriving carpet industry. The last destination before going back to the hotel is the Swayambhu Stupa. Embellished with colorful flags, this stupa is located on a hill from where you can overlook the entire Kathmandu.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Visit Nagarkot and Bhaktapur!</em></p>
<p>After breakfast at the hotel, we will begin our journey for Nagarkot which is approximately 32 kilometers away from Kathmandu. Nagarkot is famous for letting tourists view the scenic beauty of the Mount Everest. Many tourists come here simply to watch the sunrise and sunset. After Nagarkot, we will be traveling toward Bhaktapur which is known for being home to traditional industries. It takes pride in being able to maintain different architectural places such as Palace of Fifty Five Windows, Golden Gate and so on. At the end of the tour, you will be coming back to the hotel for overnight stay.</p></div>",Nepal Tour Package For 3 Nights 4 Days,"₹16,699/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to the largest Himalayan city in Asia. Your <strong>Kathmandu tour package</strong> commences today.</em></p>
<p>On your arrival at Kathmandu airport, you will be greeted by an agent’s representative who will take escort you to the allotted hotel. Rest for a few hours. Freshen up during the afternoon to begin your <strong>Kathmandu sightseeing tour.</strong> Day 1 of your <strong>Kathmandu trip</strong> includes a visit to the colossal Boudhanath Stupa. It is one of the largest spherical stupas in Nepal. After visiting Boudhanath Stupa, you will proceed forward to Pashupatinath Temple for evening aarti. It is a famous Hindu temple dedicated to Lord Pashupatinath.</p>
<p>After spectating the evening aarti, head back to the hotel for a comfortable sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Embark on a spiritual tour of the city on the 2nd day of your <strong>Kathmandu tour package.</strong></em></p>
<p>Kickstart your day with a scrumptious breakfast in the hotel and get ready for the 2nd day of your <strong>Kathmandu trip.</strong></p>
<p>Today your <strong>Kathmandu sightseeing</strong> tour includes visits to places like Jala Narayana temple, situated in the northern end of the valley. This temple is dedicated to Lord Vishnu.</p>
<p>Your next visit would be to the Kathmandu Durbar Square. It is a place of great historical importance where kings were crowned during the ancient era. This traditional place is a recognised UNESCO World Heritage Site.</p>
<p>After exploring the Durbar Square, proceed forward to visit other places scheduled for the day such as the Swayambhunath Buddhist Temple, Patan Durbar Square, and Krishna temple.</p>
<p>Now, head back to the hotel for an overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Go on a shopping spree on the third day of your <strong>Kathmandu tour package.</strong></em></p>
<p>After a filling breakfast, get ready for a city tour on the third day of your <strong>Kathmandu trip.</strong></p>
<p>Begin the city tour by visiting the Kailashnath Mahadev statue, world’s tallest Shiva statue. Proceed forward to explore other parts of the city such as Bhaktapur Durbar Square. Situated in front of the royal palace of the old Bhaktapur kingdom, this place is also a UNESCO World Heritage Site in Nepal.</p>
<p>Rest of the day is free for you to shop around the popular markets of the city.</p>
<p>After satisfying your shopping desires, head back to the hotel for your last night’s stay in Kathmandu.</p></div>",Engaging Kathmandu Tour Package,"₹12,199/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Your romantic sojourn in Kathmandu begins!</em></p>
<p>Upon arriving at the Kathmandu Airport, you will be greeted and received by your trip agent’s representative. After which, you both will be transferred to the hotel. Complete the check-in formalities upon reaching and relax for a while. In the afternoon, get ready for a <strong>Kathmandu sightseeing</strong> tour together in which you will visit the famous Boudhanath Stupa and attend the aarti at the Pashupatinath Temple later in the evening.</p>
<p>After visiting the temple, drive back for an overnight stay at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Fall in love with the beauty of Kathmandu.</em></p>
<p>Have a scrumptious breakfast at the hotel with your partner and then get ready to explore the city as mentioned in the <strong>Kathmandu honeymoon package.</strong> You will visit a few serene places like the Jalanarayan Temple (Sleeping Vishnu), Kathmandu Durbar Square, Swayambhunath Stupa, and Patan Durbar Square for soaking up some peace and spending a quality time together.</p>
<p>Later, drive back to your hotel and relax for the night.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Witness the iconic attractions and capture memories in Kathmandu.</em></p>
<p>The third day is for witnessing Kathmandu at its best and shopping at the famous places with your better half. The city has a lot of things like paintings, Pashmina shawl, handicrafts, jewelry, and more which you can buy and take home as souvenirs.</p>
<p>After having a delicious breakfast, leave for the Kailashnath Mahadev Statue in Sanga, which is situated on the border of the Bhaktapur. Click some beautiful pictures together against the spectacular backdrop and freeze your moments forever.</p>
<p>Later in the evening, drive to the Bhaktapur Durbar Square, and then spend the rest of the day together exploring the famous streets in the city.</p></div>",Surreal Kathmandu Honeymoon Package,"₹12,099/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (4D)</li><li class=""f12"">POKHARA<!-- --> (2D)</li><li class=""f12"">Sauraha<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome</em></p>
<p>On reaching Kathmandu you will be picked up from the airport and dropped at the hotel. Check in and spend the rest of the day at leisure. Overnight stay at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Relish the natural beauty of Nepal</em></p>
<p>After breakfast begin your day with an amazing tour of the Pashupatinath Temple an epitome of the Hindu culture in Nepal. Then visit the Boudhanath Temple. Drive to Patan also known as Lalitpur and here visit the Durbar Square, the Tibetan Center, Swayambhunath with its colorful array of prayer flags and an amazing view Kathmandu city.</p>
<p>Return to the hotel for the night.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Experience the breathtaking views</em></p>
<p>After breakfast check out of the hotel and travel to Pokhara by road. Enroute you can opt for a cable car ride at Manakamana Temple.</p>
<p>On reaching Pokhara check in to the hotel and spend the evening at leisure. YOu can opt for boating in the Fewa Lake. Return to the hotel for the night.</p></div>",Nepal Family Tour Package,"₹28,200/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">Janakpur<!-- --> (2D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p>A warm and pleasant welcome</p>
<p>After arriving at the Tribhuvan International Airport, Kathmandu, the agency representative will escort you to 3-star Hotel Bliss International. After check-in the hotel, unwind yourself and take rest there for sometime. Engage yourself in the evening walk at the Kathmandu Durbar Square. At night, indulge yourself into the deep and peaceful sleep at the hotel room</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Treat your eyes with the finest sightseeing in Kathmandu</p>
<p>Have a tasty breakfast at 3-star Hotel Bliss International. Get ready for strolling around this popular city in Nepal to have a glimpse of the wondrous sightseeing. Spend some spare time there at the few sightseeing- Pashupatinath, Swayambhunath and Patan Durbar Square and drive to Nagarkot. Check-in at the 3-star Hotel Himalayan Villa and have a good sleep at the hotel room.</p></div>","<div class=""p-last-no-margin at_iti_description""><p>Witness the heavenly sunrise-view</p>
<p>On this day, you have to wake up as fast as you can! This day will give you the ultimate surprise of picturesque sunrise from the Nagarkot View Tower. After witnessing the blissful moment, get back to the Hotel for having a delicious breakfast. Get ready to set forward to explore the local sightseeing of Bhaktapur. Then, drive back directly to Janakpur via private car. Check-in the Hotel Sita Sharan and send your night there.</p></div>",Nepal Family Tour Package For 5 Nights 6 Days,"₹21,700/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">POKHARA<!-- --> (3D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>The capital welcomes you to explore the rich heritage of Nepal</em></p>
<p>Our representatives will escort you to your Hotel once you reach Kathmandu. Head out to witness the Hindu culture in Nepal at Pashupatinath after relaxing for sometime in your hotel. This is the place where cremations are done and holy saints pray. The tour will continue to the holiest shrine of Buddhist culture in Nepal, Boudhanath. With its large stupa, this is the place where all devout Buddhists come for a pilgrimage.</p>
<p>End the day with an overnight stay at your hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy the sight of the gigantic ranges and the beauty of the Pokhara town</em></p>
<p>Head towards Pokhara after enjoying a lip-smacking breakfast. Pokhara is 210 kilometers from Kathmandu. Check-in to your hotel when you reach there. From Pokhara town (2,352 feet) the 25,000+ peaks of the Annapurna and Dhaulagiri ranges rise a scant 20 miles away with no intervening ridges to spoil the view.</p>
<p>So enjoy the gorgeous view and feel relaxed. The view is bound to leave you fascinated. Witness natural beauty at its best over here and you will surely think about the amazing even after you return. Overnight stay at your hotel after an exciting day.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>A beautiful blend of a serene village and heritage temples</em></p>
<p>Head out for an excursion trip to Sarangkot after enjoying a lip-smacking breakfast. The village of Sarangkot has one of the oldest temples in Pokhara and is situated on the top of a hillock just north of Phewa Lake. Pokhara was a part of Kaski Kingdom, the main deity of the temple, Goddess Durga, was brought from India.  Sightseeing to Devi’s fall, also known as Patale Chango is an awesome waterfall lying 2 km southwest of Pokhara. Visit the Gupteshwor Cave which is situated opposite to Devi’s fall on the other side of the road. This cave is popular for the different natural forms made from limestone deposits. Photography is strictly prohibited inside the cave.</p>
<p>After a full day of sightseeing, head back to the hotel to get some relaxing sleep after an eventful day.</p></div>",Exciting Nepal Sightseeing Tour Package,"₹19,199/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">NAGARKOT<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>A joyous and romantic journey begins as you set foot in Nepal</em></p>
<p>As you arrive at the airport in Kathmandu, you will be received by the agent’s representative who will also help in getting transferred to your hotel. Upon arrival at the hotel, check in, settle down and relax.</p>
<p>Later in the evening, this <strong>Nepal honeymoon package</strong> takes you for a visit to Pashupatinath Temple where you can attend the aarti. Once that’s over, you can go around the temple premise and watch out for the serene setting that fills you with positivity. At the end of the day, get back to the hotel for a comfortable overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>A busy yet exciting second day of this <strong>Nepal honeymoon package</strong> takes you for a sightseeing tour</em></p>
<p>A wholesome breakfast at the hotel marks the beginning of another day in Kathmandu. Post breakfast, get ready for some outdoor fun as this tour itinerary now allows you to explore the wonders of Kathmandu in a planned manner.</p>
<p>The full-day sightseeing tour of Kathmandu Valley covers major tourist attractions such as Jal Narayan(sleeping Vishnu), Swayambhunath , Boudhanath Stupa and Durbar Square. Revel in the picturesque views of the beautiful land of Nepal and capture some great shots with your loved-one.</p>
<p>After the sightseeing tour is over, go shopping in the evening; try out local cuisines of the Kathmandu at the famous restaurants.</p>
<p>As the day comes to an end, return to the hotel for a comfortable overnight stay.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Experience the natural beauty at its best</em></p>
<p>Have a scrumptious breakfast at the hotel and then check out as now this 4-Day <strong>Nepal honeymoon tour itinerary</strong> transfers you to a quaint hill-station, close to Kathmandu - Nagarkot. Enjoy the scenic views as you are driven through the picturesque landscape of Nepal. Enroute, visit Palace Museum and Bhaktapur Durbar Square.</p>
<p>As you arrive at the hotel in Nagarkot, check in and make yourself at home. Relax, or go hiking.It’s all your choice as the rest of the day is at leisure. This free day in Nepal gives you ample opportunities to spend time exclusively with your partner.</p>
<p>At the end of the day, return to the hotel for a cozy sleep.</p>
<p><strong>Distance from Kathmandu to Nagarkot:</strong> 27 km (approx)</p>
<p><strong>Travel Time:</strong> 1.5 hours (approx)</p></div>",Refreshing Nepal Honeymoon Package,"₹16,700/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (3D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Welcome to Kathmandu!</em></p>
<p>Breathe the goodness of the capital city as you reach. Our travel assistant will receive you at the airport and help you with accommodation settlement at the hotel. Rest of the time is for you to enjoy. You can enjoy the surrounding and explore the beauty of Nepal, go on trying the cuisine of the appalling country and celebrate it. as the day ends, have a comfortable stay overnight at the hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Discover the richness of the religious culture</em></p>
<p>Start the tour with some holy places. Kathmandu has a rich cultural spectrum. The vibrant religious culture is pure and peaceful. The magnificent temples are the place of solace. The spiritual environment of Pashupatinath will drive you right back to India. The holy stride is famous for the cremation in the Bagmati river and the sacred sadhus meditating for ages. Ahead is the holiest shrine, Boudhanath temple, the divine Buddhism just sprawls in the air. Moving on you will entrust Patan, also called as Lalitpur, ancient architectural wonder substantive in creating the picture of Nepal. Ending the hectic day with Swayambhunath temple, a Tibetan refugee center.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Adieu Nepal!</em></p>
<p>The magic of Nepal is splendor and takes you to the rich cultural intervene. So, take away all the beautiful memories packed with you alone with the inner peace spelled in the solace of the divine country land. After the morning scrumptious meal and heart filled with memories, it is the time to depart from the mesmerizing holy land of Nepal. Check-out from the hotel according to the departing flight timing and head for the airport. Enjoy the admirable beauty on the way to the airport.</p></div>",Nepal 3 Days Trip Package,"₹13,700/-",Upto 3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
"<ul class=""clearfix package-cities-list at_packagecity_list""><li class=""f12"">kathmandu<!-- --> (2D)</li><li class=""f12"">Changunarayan<!-- --> (1D)</li><li class=""f12"">NAGARKOT<!-- --> (1D)</li></ul>","<div class=""p-last-no-margin at_iti_description""><p><em>Witness the vibrant streets and markets of Nepal on this day of your tour</em></p>
<p>Upon arrival at Nepal airport, you will be greeted with a welcoming namaste by tour agent’s representative. From the here you will be taken to the hotel, where you can relax and freshen up yourselves for excursions in later part of the day. On this day of your <strong>Nepal tour package,</strong> go out and explore the beauteous city of Kathmandu on your terms. Witness the vibrant streets and markets stuffed with Asian artefacts, local souvenirs, Mandala drawing and various other items as you excurse through the city. In the evening, you can dine at a Nepali restaurant and try out the regional cuisine there. As you stroll past the streets of Kathmandu, you will come across the heart of Nepal’s tourism, Thamel. Thamel treats its admirers with a wide variety of things to try out. A well-spent day in the bustling city of Kathmandu comes to an end with comfy stay at hotel.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Explore the real gems of Nepal on this day of your tour</em></p>
<p>Wake up to a scrumptious breakfast at hotel, and get ready as today you will be indulging in a full fledged tour of Kathmandu. The first place that you would be visiting as part of this <strong>Nepal tour package,</strong> is Durbar Square you can take pictures of the mesmerizing ancient temples, palaces, courtyards, and streets. You can also have a lunch at a street restaurant while exploring the place. Next, you will explore the beautiful landscapes of Kathmandu in Patan, the second-largest town in the valley.</p>
<p>Here you can embark on a rafting adventure on the Bagmati River, enjoy an aerial tour of the valley, or have some fun while mountain biking. As the afternoon approaches, you will be visiting Pashupatinath temple.Considered as one of the holiest pilgrimage site in all of Nepal, this temple attracts thousands of visitors every year. Located just a short 5 kilometers from Kathmandu, it is thought to be one of Lord Shiva’s homes and the many shrines on location are dedicated to him. Be sure to check out the wooded ravine, which is revered for its spiritual importance. Although non-Hindu foreigners are not allowed in the temple, you can admire the old stone shrines around the temple and watch the funeral ceremonies on the Bagmati River. On the evening, you’ll visit a Buddhist temple that has remained unchanged for the last 700 years, the Swayambhunath religious site. With a nickname of the “Monkey Temple,” you’ll come across various sacred monkeys that still live in various parts of the temple. For the best experience, walk around the stupa in a clockwise direction. As you walk, wheels fixed to the balustrade will be set in motion.</p>
<p>You will also be visiting, Patan, the city known for its cultural heritage. Here you will be witnessing some of the finely structured art pieces in the form of sculptures, paintings, monasteries, and temples. When you are done for the day come back to the hotel and hop onto your bed for sound sleep.</p></div>","<div class=""p-last-no-margin at_iti_description""><p><em>Enjoy the scenic charms of Bhaktapur on this day of your tour</em></p>
<p>After indulging in a hearty breakfast at the hotel, you <strong>Nepal trip</strong> takes you to Nagarkot, a small hill station famed for its breathtaking views it provides of the complete Langtang range tied with stunning sunrise and sunset views. You will be paying a visit Bhaktapur Durbar Square, wherein you can spot the many marvelous architectural pieces of art. At the end of the day, you can enjoy a surreal sunset. You can take pictures of the Himalayan peaks of Nepal like Ganesh, Manaslu, Langtang, and Makalu. This day ends with a cozy stay at Nagarkot.</p></div>",Splendid Nepal Tour Package,"₹16,199/-",3 Stars,/packages/nepal-3-days-trip?id=18261&travelmonth=8
